Cavity #84       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5503e9 	76976.            	6387.4	1   	0.                
   lr(2) =       	1.7055e9 	53766.            	2016.1	1   	0.                
   lr(3) =       	1.7382e9 	41116.            	1727.9	1   	0.                
   lr(4) =       	3.0738e9 	3496.7999999999997	23745.	1   	0.                
   lr(5) =       	1.8706e9 	39800.            	1252.4	1   	0.                
   lr(6) =       	1.8549e9 	27697.            	1533. 	1   	0.                
   lr(7) =       	1.872e9  	41990.99999999999 	923.49	1   	0.                
   lr(8) =       	1.8727e9 	41432.            	779.84	1   	0.                
   lr(9) =       	4.6743e9 	10446.            	6838.4	1   	0.                
   lr(10) =      	1.6727e9 	12243.            	829.53	1   	0.                
/                
