Cavity #278      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0673e9 	455.2            	3.1158e6	1   	0.                
   lr(2) =       	3.0708e9 	1514.2           	452730. 	1   	0.                
   lr(3) =       	2.551e9  	80538.00000000001	4379.2  	1   	0.                
   lr(4) =       	3.076e9  	3738.2           	66726.  	1   	0.                
   lr(5) =       	1.7036e9 	51335.           	1616.4  	1   	0.                
   lr(6) =       	1.739e9  	44922.00000000001	1745.3  	1   	0.                
   lr(7) =       	1.8712e9 	39465.           	1622.8  	1   	0.                
   lr(8) =       	1.8562e9 	26821.           	1711.6  	1   	0.                
   lr(9) =       	1.8721e9 	41807.           	1053.7  	1   	0.                
   lr(10) =      	1.8729e9 	38710.           	742.89  	1   	0.                
/                
