Cavity #320      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5501e9 	79186.           	5545.5 	1   	0.                
   lr(2) =       	3.0771e9 	3572.2           	129510.	1   	0.                
   lr(3) =       	8.8386e9 	6817.7           	116860.	1   	0.                
   lr(4) =       	1.7065e9 	53324.99999999999	1775.5 	1   	0.                
   lr(5) =       	1.7404e9 	40815.           	1701.1 	1   	0.                
   lr(6) =       	1.8718e9 	39412.           	1638.1 	1   	0.                
   lr(7) =       	1.8727e9 	41301.           	1208.3 	1   	0.                
   lr(8) =       	1.8559e9 	28827.           	1684.9 	1   	0.                
   lr(9) =       	1.8734e9 	38023.           	807.23 	1   	0.                
   lr(10) =      	2.5496e9 	40641.           	974.76 	1   	0.                
/                
