Cavity #100      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5529e9 	74767.           	7907.2 	1   	0.                
   lr(2) =       	8.8433e9 	6375.4           	168860.	1   	0.                
   lr(3) =       	8.8433e9 	5598.999999999999	140070.	1   	0.                
   lr(4) =       	1.7036e9 	50778.           	1791.1 	1   	0.                
   lr(5) =       	1.7382e9 	46342.           	1909.7 	1   	0.                
   lr(6) =       	1.8721e9 	39220.           	1235.2 	1   	0.                
   lr(7) =       	1.8566e9 	27407.           	1512.  	1   	0.                
   lr(8) =       	1.8729e9 	38161.           	981.32 	1   	0.                
   lr(9) =       	1.8742e9 	40584.           	746.96 	1   	0.                
   lr(10) =      	2.5432e9 	11576.           	2936.4 	1   	0.                
/                
