Cavity #148      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5512e9 	71265.    	9920.5	1   	0.                
   lr(2) =       	3.0748e9 	3865.5    	62480.	1   	0.                
   lr(3) =       	1.7036e9 	51830.    	1604.3	1   	0.                
   lr(4) =       	1.7381e9 	43036.    	1763.5	1   	0.                
   lr(5) =       	1.8701e9 	41192.    	1602.1	1   	0.                
   lr(6) =       	1.871e9  	43819.    	1021.8	1   	0.                
   lr(7) =       	1.855e9  	25838.    	1510.8	1   	0.                
   lr(8) =       	4.6734e9 	10439.    	6490. 	1   	0.                
   lr(9) =       	2.5392e9 	12162.    	2424.5	1   	0.                
   lr(10) =      	1.8719e9 	36874.    	569.73	1   	0.                
/                
