Cavity #250      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0723e9 	919.9499999999999	2.3389e6	1   	0.                
   lr(2) =       	2.5563e9 	74330.           	8869.2  	1   	0.                
   lr(3) =       	3.0771e9 	3724.9           	71411.  	1   	0.                
   lr(4) =       	8.8411e9 	5385.400000000001	135030. 	1   	0.                
   lr(5) =       	1.737e9  	47973.           	1817.8  	1   	0.                
   lr(6) =       	1.7027e9 	50132.           	1629.5  	1   	0.                
   lr(7) =       	1.8709e9 	35197.           	1501.1  	1   	0.                
   lr(8) =       	1.8561e9 	26940.           	1637.7  	1   	0.                
   lr(9) =       	1.8716e9 	37018.           	1073.5  	1   	0.                
   lr(10) =      	1.8727e9 	34497.           	809.08  	1   	0.                
/                
