Cavity #57       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0654e9 	192.01           	4.1686e8	1   	0.                
   lr(2) =       	2.5548e9 	81786.99999999999	7474.6  	1   	0.                
   lr(3) =       	3.0772e9 	4035.6           	62947.  	1   	0.                
   lr(4) =       	5.6153e9 	5715.3           	61475.  	1   	0.                
   lr(5) =       	1.7398e9 	47354.           	1926.5  	1   	0.                
   lr(6) =       	1.7037e9 	51108.           	1669.3  	1   	0.                
   lr(7) =       	1.8706e9 	39695.           	1348.9  	1   	0.                
   lr(8) =       	1.8717e9 	41590.           	942.86  	1   	0.                
   lr(9) =       	1.8577e9 	25812.           	1344.6  	1   	0.                
   lr(10) =      	1.8726e9 	37017.           	687.88  	1   	0.                
/                
