Cavity #90       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5586e9 	74062.            	12983.	1   	0.                
   lr(2) =       	8.8471e9 	8625.5            	74122.	1   	0.                
   lr(3) =       	3.0774e9 	3589.2000000000003	46987.	1   	0.                
   lr(4) =       	1.7367e9 	46525.            	2013.7	1   	0.                
   lr(5) =       	1.7045e9 	51039.            	1735.1	1   	0.                
   lr(6) =       	8.847e9  	9190.             	45414.	1   	0.                
   lr(7) =       	1.8711e9 	36441.            	1453.4	1   	0.                
   lr(8) =       	1.872e9  	36947.            	1197.8	1   	0.                
   lr(9) =       	1.8562e9 	28009.            	1475.8	1   	0.                
   lr(10) =      	1.8729e9 	34089.            	849.36	1   	0.                
/                
