Cavity #168      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5561e9 	80249.    	8334.9 	1   	0.                
   lr(2) =       	8.8434e9 	6010.6    	202860.	1   	0.                
   lr(3) =       	8.8522e9 	8497.7    	116600.	1   	0.                
   lr(4) =       	8.8522e9 	8534.4    	81357. 	1   	0.                
   lr(5) =       	1.74e9   	47268.    	1942.  	1   	0.                
   lr(6) =       	1.7062e9 	50493.    	1594.6 	1   	0.                
   lr(7) =       	1.8718e9 	37663.    	1553.4 	1   	0.                
   lr(8) =       	1.8585e9 	25781.    	1675.4 	1   	0.                
   lr(9) =       	1.8727e9 	41362.    	790.8  	1   	0.                
   lr(10) =      	1.8738e9 	36835.    	582.28 	1   	0.                
/                
