Cavity #58       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5538e9 	70931.           	12724. 	1   	0.                
   lr(2) =       	3.0707e9 	1750.6           	155870.	1   	0.                
   lr(3) =       	1.7055e9 	50612.00000000001	1666.9 	1   	0.                
   lr(4) =       	1.736e9  	42766.           	1684.6 	1   	0.                
   lr(5) =       	1.871e9  	38518.           	1781.5 	1   	0.                
   lr(6) =       	1.8527e9 	29327.           	1701.  	1   	0.                
   lr(7) =       	1.8719e9 	41974.           	924.96 	1   	0.                
   lr(8) =       	1.8726e9 	40660.           	715.48 	1   	0.                
   lr(9) =       	1.7893e9 	8576.6           	983.58 	1   	0.                
   lr(10) =      	1.6749e9 	11619.           	619.46 	1   	0.                
/                
