Cavity #20       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5569e9 	74769.           	7932.8	1   	0.                
   lr(2) =       	1.7383e9 	46598.           	1930.7	1   	0.                
   lr(3) =       	1.7042e9 	51679.00000000001	1704.5	1   	0.                
   lr(4) =       	3.0772e9 	3818.1           	30337.	1   	0.                
   lr(5) =       	1.8699e9 	39450.           	1376.1	1   	0.                
   lr(6) =       	1.8712e9 	40911.           	922.43	1   	0.                
   lr(7) =       	1.8569e9 	25517.           	1422.3	1   	0.                
   lr(8) =       	1.8718e9 	37242.           	700.21	1   	0.                
   lr(9) =       	2.5473e9 	8340.699999999999	3082.9	1   	0.                
   lr(10) =      	1.7903e9 	10579.           	901.33	1   	0.                
/                
