Cavity #125      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0764e9 	3696.7           	271720.	1   	0.                
   lr(2) =       	2.5522e9 	76325.           	7258.6 	1   	0.                
   lr(3) =       	8.8318e9 	6221.900000000001	197760.	1   	0.                
   lr(4) =       	8.8318e9 	5934.2           	79809. 	1   	0.                
   lr(5) =       	1.7046e9 	52527.           	1678.3 	1   	0.                
   lr(6) =       	1.74e9   	43920.           	1831.1 	1   	0.                
   lr(7) =       	1.8712e9 	38871.           	1774.8 	1   	0.                
   lr(8) =       	1.8557e9 	27344.           	1818.8 	1   	0.                
   lr(9) =       	1.8721e9 	42070.99999999999	973.09 	1   	0.                
   lr(10) =      	1.8729e9 	37873.           	667.92 	1   	0.                
/                
