Cavity #271      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0627e9 	129.16            	1.1673e8	1   	0.                
   lr(2) =       	2.5507e9 	77568.            	4870.   	1   	0.                
   lr(3) =       	5.607e9  	4779.2            	107570. 	1   	0.                
   lr(4) =       	3.0757e9 	3458.3999999999996	64920.  	1   	0.                
   lr(5) =       	1.7047e9 	52280.            	1840.7  	1   	0.                
   lr(6) =       	1.7396e9 	43966.            	1695.1  	1   	0.                
   lr(7) =       	1.8715e9 	38333.            	1466.4  	1   	0.                
   lr(8) =       	1.8559e9 	26839.            	1641.5  	1   	0.                
   lr(9) =       	1.8723e9 	40461.            	993.96  	1   	0.                
   lr(10) =      	1.8733e9 	40183.            	859.75  	1   	0.                
/                
