Cavity #89       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0782e9 	3585.9           	255970.	1   	0.                
   lr(2) =       	3.0714e9 	1881.4           	253710.	1   	0.                
   lr(3) =       	2.5549e9 	66981.           	3532.1 	1   	0.                
   lr(4) =       	1.7045e9 	52689.           	1883.8 	1   	0.                
   lr(5) =       	1.7382e9 	44067.99999999999	1750.8 	1   	0.                
   lr(6) =       	1.8713e9 	37141.           	1289.2 	1   	0.                
   lr(7) =       	1.8559e9 	28052.           	1557.9 	1   	0.                
   lr(8) =       	1.8722e9 	38477.           	1031.4 	1   	0.                
   lr(9) =       	1.8732e9 	38542.           	948.97 	1   	0.                
   lr(10) =      	2.5465e9 	15679.           	2790.  	1   	0.                
/                
