Cavity #173      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0632e9 	466.56           	1.0456e7	1   	0.                
   lr(2) =       	3.0632e9 	470.99           	2.1454e6	1   	0.                
   lr(3) =       	2.5474e9 	73018.           	3089.   	1   	0.                
   lr(4) =       	1.702e9  	50549.           	1565.3  	1   	0.                
   lr(5) =       	1.7358e9 	42656.           	1823.   	1   	0.                
   lr(6) =       	1.8708e9 	41819.           	1286.2  	1   	0.                
   lr(7) =       	1.8551e9 	28029.           	1532.7  	1   	0.                
   lr(8) =       	1.8722e9 	43385.99999999999	919.59  	1   	0.                
   lr(9) =       	2.5431e9 	31617.           	1195.   	1   	0.                
   lr(10) =      	1.8728e9 	39569.           	668.04  	1   	0.                
/                
