Cavity #92       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5554e9 	67846.           	6067.5	1   	0.                
   lr(2) =       	1.7055e9 	54292.99999999999	1914.6	1   	0.                
   lr(3) =       	1.7398e9 	42699.99999999999	1832.4	1   	0.                
   lr(4) =       	1.8704e9 	37943.           	1641.8	1   	0.                
   lr(5) =       	3.0782e9 	3503.6           	27742.	1   	0.                
   lr(6) =       	1.8558e9 	26217.           	1644.4	1   	0.                
   lr(7) =       	1.8713e9 	40029.           	979.5 	1   	0.                
   lr(8) =       	2.5446e9 	14340.           	3248.6	1   	0.                
   lr(9) =       	1.8721e9 	37842.           	759.76	1   	0.                
   lr(10) =      	1.6758e9 	11638.           	757.83	1   	0.                
/                
