Cavity #30       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0728e9 	1092.8            	2.3077e7	1   	0.                
   lr(2) =       	2.5548e9 	74094.            	6221.2  	1   	0.                
   lr(3) =       	8.8471e9 	5714.3            	103400. 	1   	0.                
   lr(4) =       	3.0774e9 	3877.3999999999996	48720.  	1   	0.                
   lr(5) =       	1.7034e9 	51950.            	1895.7  	1   	0.                
   lr(6) =       	1.739e9  	46931.            	1897.7  	1   	0.                
   lr(7) =       	1.8709e9 	36330.            	1287.6  	1   	0.                
   lr(8) =       	1.857e9  	25011.            	1541.2  	1   	0.                
   lr(9) =       	1.8717e9 	38850.            	899.14  	1   	0.                
   lr(10) =      	1.8728e9 	38229.            	831.15  	1   	0.                
/                
