Cavity #94       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0643e9 	121.21            	1.0246e8	1   	0.                
   lr(2) =       	5.6116e9 	2574.7999999999997	379880. 	1   	0.                
   lr(3) =       	2.5534e9 	79413.            	4892.9  	1   	0.                
   lr(4) =       	3.0782e9 	3696.5            	58154.  	1   	0.                
   lr(5) =       	1.7072e9 	53658.            	1903.3  	1   	0.                
   lr(6) =       	1.7409e9 	43251.            	1710.6  	1   	0.                
   lr(7) =       	1.871e9  	39395.            	1509.8  	1   	0.                
   lr(8) =       	1.857e9  	25647.000000000004	1684.8  	1   	0.                
   lr(9) =       	1.8721e9 	41884.            	1026.8  	1   	0.                
   lr(10) =      	1.8728e9 	38440.            	735.7   	1   	0.                
/                
