Cavity #124      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0668e9 	593.1999999999999 	9.6282e6	1   	0.                
   lr(2) =       	3.0714e9 	1445.             	821820. 	1   	0.                
   lr(3) =       	2.5519e9 	76428.            	4681.1  	1   	0.                
   lr(4) =       	3.0767e9 	3421.7999999999997	66214.  	1   	0.                
   lr(5) =       	1.7045e9 	52427.            	1876.   	1   	0.                
   lr(6) =       	1.7394e9 	43937.            	1814.3  	1   	0.                
   lr(7) =       	1.8714e9 	38463.            	1387.1  	1   	0.                
   lr(8) =       	1.8569e9 	26152.000000000004	1710.3  	1   	0.                
   lr(9) =       	1.8725e9 	41287.            	858.01  	1   	0.                
   lr(10) =      	1.8734e9 	39295.            	703.06  	1   	0.                
/                
