Cavity #50       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5549e9 	77424.    	8909.3	1   	0.                
   lr(2) =       	3.0771e9 	3963.4    	67977.	1   	0.                
   lr(3) =       	1.7377e9 	46645.    	1931.3	1   	0.                
   lr(4) =       	1.7032e9 	51420.    	1697.4	1   	0.                
   lr(5) =       	1.8702e9 	38646.    	1382.5	1   	0.                
   lr(6) =       	1.8713e9 	40184.    	1003.1	1   	0.                
   lr(7) =       	1.8569e9 	25715.    	1410.8	1   	0.                
   lr(8) =       	1.8721e9 	37122.    	772.86	1   	0.                
   lr(9) =       	1.7899e9 	11025.    	875.72	1   	0.                
   lr(10) =      	1.6765e9 	10215.    	791.99	1   	0.                
/                
