Cavity #263      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0597e9 	372.52            	4.5645e7	1   	0.                
   lr(2) =       	3.0597e9 	372.48999999999995	2.1043e7	1   	0.                
   lr(3) =       	3.0776e9 	3631.9            	222130. 	1   	0.                
   lr(4) =       	2.5537e9 	68586.            	6785.4  	1   	0.                
   lr(5) =       	1.7051e9 	52645.            	1557.6  	1   	0.                
   lr(6) =       	1.74e9   	41846.            	1895.8  	1   	0.                
   lr(7) =       	1.871e9  	38816.            	2043.1  	1   	0.                
   lr(8) =       	1.8564e9 	27051.            	1910.   	1   	0.                
   lr(9) =       	1.8716e9 	42093.99999999999 	1019.8  	1   	0.                
   lr(10) =      	1.8724e9 	36355.            	619.43  	1   	0.                
/                
