Cavity #56       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.556e9  	72338.           	4490.5	1   	0.                
   lr(2) =       	3.0791e9 	4156.2           	79476.	1   	0.                
   lr(3) =       	8.8324e9 	5607.            	89057.	1   	0.                
   lr(4) =       	1.7058e9 	51811.99999999999	1660.7	1   	0.                
   lr(5) =       	1.7408e9 	46687.           	1820.6	1   	0.                
   lr(6) =       	1.8707e9 	39675.           	1522.8	1   	0.                
   lr(7) =       	1.8578e9 	23971.           	1595.3	1   	0.                
   lr(8) =       	1.8719e9 	42388.           	884.99	1   	0.                
   lr(9) =       	1.8725e9 	39028.           	694.49	1   	0.                
   lr(10) =      	2.5492e9 	13754.           	2488.9	1   	0.                
/                
