Cavity #321      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5464e9 	77294.            	5538.2 	1   	0.                
   lr(2) =       	3.0731e9 	3966.4            	109250.	1   	0.                
   lr(3) =       	3.0668e9 	1473.2            	147200.	1   	0.                
   lr(4) =       	1.7045e9 	49429.            	1444.6 	1   	0.                
   lr(5) =       	1.8704e9 	41006.            	1832.9 	1   	0.                
   lr(6) =       	1.7365e9 	41660.00000000001 	1639.5 	1   	0.                
   lr(7) =       	1.8544e9 	26424.            	1728.2 	1   	0.                
   lr(8) =       	1.8712e9 	45820.            	760.67 	1   	0.                
   lr(9) =       	1.8721e9 	40611.            	519.4  	1   	0.                
   lr(10) =      	1.6775e9 	12107.000000000002	588.21 	1   	0.                
/                
