Cavity #251      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0751e9 	4167.5    	426830.	1   	0.                
   lr(2) =       	2.5526e9 	76603.    	8854.1 	1   	0.                
   lr(3) =       	8.834e9  	6360.8    	73163. 	1   	0.                
   lr(4) =       	1.7035e9 	50940.    	1688.3 	1   	0.                
   lr(5) =       	1.7364e9 	44067.    	1844.5 	1   	0.                
   lr(6) =       	8.843e9  	7971.9    	48806. 	1   	0.                
   lr(7) =       	1.8705e9 	38027.    	1334.6 	1   	0.                
   lr(8) =       	1.8559e9 	26576.    	1397.8 	1   	0.                
   lr(9) =       	1.8715e9 	40546.    	818.75 	1   	0.                
   lr(10) =      	1.8725e9 	38764.    	710.29 	1   	0.                
/                
