Cavity #53       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0638e9 	464.86            	5.2353e7	1   	0.                
   lr(2) =       	2.5548e9 	73500.            	14318.  	1   	0.                
   lr(3) =       	3.0775e9 	2814.9999999999995	61321.  	1   	0.                
   lr(4) =       	1.7074e9 	51508.            	1668.5  	1   	0.                
   lr(5) =       	1.7382e9 	43393.            	1758.7  	1   	0.                
   lr(6) =       	1.8723e9 	38381.            	1807.4  	1   	0.                
   lr(7) =       	1.8541e9 	29935.            	1694.4  	1   	0.                
   lr(8) =       	1.8731e9 	41392.            	1002.6  	1   	0.                
   lr(9) =       	1.8739e9 	39844.            	772.81  	1   	0.                
   lr(10) =      	1.6777e9 	11782.999999999998	679.54  	1   	0.                
/                
