Cavity #256      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5512e9 	75649.    	8630.8 	1   	0.                
   lr(2) =       	3.0684e9 	1282.8    	364820.	1   	0.                
   lr(3) =       	3.0732e9 	3590.5    	51450. 	1   	0.                
   lr(4) =       	8.8323e9 	7096.     	74194. 	1   	0.                
   lr(5) =       	1.7021e9 	51045.    	1800.2 	1   	0.                
   lr(6) =       	1.7366e9 	43936.    	1928.1 	1   	0.                
   lr(7) =       	1.8704e9 	38520.    	1305.2 	1   	0.                
   lr(8) =       	1.8543e9 	27697.    	1431.  	1   	0.                
   lr(9) =       	1.8714e9 	41589.    	800.64 	1   	0.                
   lr(10) =      	1.8726e9 	39369.    	653.99 	1   	0.                
/                
