Cavity #73       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0707e9 	1086.4    	914750.	1   	0.                
   lr(2) =       	3.0756e9 	3914.7    	133840.	1   	0.                
   lr(3) =       	2.5524e9 	67787.    	3618.1 	1   	0.                
   lr(4) =       	1.7027e9 	50091.    	1685.9 	1   	0.                
   lr(5) =       	1.7365e9 	45100.    	1788.8 	1   	0.                
   lr(6) =       	1.8698e9 	36384.    	1436.9 	1   	0.                
   lr(7) =       	2.5434e9 	17284.    	3237.7 	1   	0.                
   lr(8) =       	1.8708e9 	35525.    	1074.5 	1   	0.                
   lr(9) =       	1.8559e9 	24203.    	1404.2 	1   	0.                
   lr(10) =      	1.8716e9 	38485.    	779.3  	1   	0.                
/                
