Cavity #47       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8435e9 	5702.2            	948380.	1   	0.                
   lr(2) =       	3.0787e9 	4043.3            	182070.	1   	0.                
   lr(3) =       	2.5549e9 	76716.            	7269.7 	1   	0.                
   lr(4) =       	8.8435e9 	6008.2            	146020.	1   	0.                
   lr(5) =       	1.7063e9 	50702.            	1585.4 	1   	0.                
   lr(6) =       	1.739e9  	45998.            	1751.1 	1   	0.                
   lr(7) =       	1.8706e9 	39171.            	1686.1 	1   	0.                
   lr(8) =       	1.8715e9 	41689.            	1108.3 	1   	0.                
   lr(9) =       	1.857e9  	25682.999999999996	1504.1 	1   	0.                
   lr(10) =      	1.8723e9 	36247.            	718.95 	1   	0.                
/                
