Cavity #249      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5571e9 	74990.    	11543.	1   	0.                
   lr(2) =       	1.7397e9 	46795.    	1905.4	1   	0.                
   lr(3) =       	1.7062e9 	50978.    	1529.1	1   	0.                
   lr(4) =       	1.8711e9 	38547.    	1941.4	1   	0.                
   lr(5) =       	3.0779e9 	3416.2    	27188.	1   	0.                
   lr(6) =       	1.8571e9 	27052.    	1829.9	1   	0.                
   lr(7) =       	1.872e9  	42317.    	773.45	1   	0.                
   lr(8) =       	1.8726e9 	39026.    	610.47	1   	0.                
   lr(9) =       	1.7907e9 	9899.1    	1053.9	1   	0.                
   lr(10) =      	1.6805e9 	10442.    	613.93	1   	0.                
/                
