Cavity #260      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0729e9 	4119.     	1.1991e6	1   	0.                
   lr(2) =       	2.5493e9 	69912.    	9133.   	1   	0.                
   lr(3) =       	8.8345e9 	4466.8    	145650. 	1   	0.                
   lr(4) =       	1.8697e9 	42049.    	2041.4  	1   	0.                
   lr(5) =       	1.7362e9 	39454.    	1814.3  	1   	0.                
   lr(6) =       	1.7039e9 	50161.    	1393.9  	1   	0.                
   lr(7) =       	1.8544e9 	25943.    	1739.9  	1   	0.                
   lr(8) =       	1.8704e9 	46376.    	809.93  	1   	0.                
   lr(9) =       	2.5363e9 	15158.    	2557.7  	1   	0.                
   lr(10) =      	1.8711e9 	37447.    	459.45  	1   	0.                
/                
