Cavity #77       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5503e9 	69365.    	6711.7	1   	0.                
   lr(2) =       	3.0726e9 	4167.8    	71476.	1   	0.                
   lr(3) =       	1.735e9  	41990.    	1817.9	1   	0.                
   lr(4) =       	1.7032e9 	49299.    	1471.7	1   	0.                
   lr(5) =       	1.8691e9 	41383.    	1605.7	1   	0.                
   lr(6) =       	2.5389e9 	16264.    	3695.9	1   	0.                
   lr(7) =       	1.8551e9 	24843.    	1485. 	1   	0.                
   lr(8) =       	4.6743e9 	10288.    	7062.4	1   	0.                
   lr(9) =       	1.8703e9 	45344.    	628.42	1   	0.                
   lr(10) =      	1.8711e9 	39970.    	473.19	1   	0.                
/                
