Cavity #42       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5509e9 	81632.    	9376.8 	1   	0.                
   lr(2) =       	8.8313e9 	4929.     	297440.	1   	0.                
   lr(3) =       	8.8313e9 	4332.     	325850.	1   	0.                
   lr(4) =       	3.0738e9 	3627.7    	47516. 	1   	0.                
   lr(5) =       	1.7049e9 	51441.    	1646.1 	1   	0.                
   lr(6) =       	1.7388e9 	43052.    	1817.9 	1   	0.                
   lr(7) =       	1.8713e9 	40187.    	1609.6 	1   	0.                
   lr(8) =       	1.8553e9 	27576.    	1644.3 	1   	0.                
   lr(9) =       	1.8723e9 	43682.    	765.59 	1   	0.                
   lr(10) =      	1.8732e9 	40826.    	593.85 	1   	0.                
/                
