Cavity #312      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.559e9  	70405.            	12419.	1   	0.                
   lr(2) =       	1.7372e9 	49429.99999999999 	1998. 	1   	0.                
   lr(3) =       	1.7031e9 	50557.            	1779. 	1   	0.                
   lr(4) =       	3.0786e9 	3509.7            	33671.	1   	0.                
   lr(5) =       	1.87e9   	35664.            	1438.2	1   	0.                
   lr(6) =       	1.8708e9 	34982.            	1147.1	1   	0.                
   lr(7) =       	1.8572e9 	24821.            	1364.4	1   	0.                
   lr(8) =       	1.8718e9 	36978.            	855.33	1   	0.                
   lr(9) =       	2.5466e9 	7887.1            	3491.3	1   	0.                
   lr(10) =      	1.7888e9 	10210.999999999998	871.67	1   	0.                
/                
