Cavity #79       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5542e9 	70715.            	22443. 	1   	0.                
   lr(2) =       	3.074e9  	3740.8            	108580.	1   	0.                
   lr(3) =       	1.7353e9 	43115.            	2002.6 	1   	0.                
   lr(4) =       	1.702e9  	50452.            	1483.2 	1   	0.                
   lr(5) =       	1.8679e9 	40161.            	1752.9 	1   	0.                
   lr(6) =       	8.4449e9 	13030.            	14325. 	1   	0.                
   lr(7) =       	1.8541e9 	24961.000000000004	1403.3 	1   	0.                
   lr(8) =       	1.8688e9 	44500.            	703.59 	1   	0.                
   lr(9) =       	4.6725e9 	9666.8            	8000.5 	1   	0.                
   lr(10) =      	1.8697e9 	35016.            	421.54 	1   	0.                
/                
