Cavity #239      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5525e9 	68868.           	7697.3	1   	0.                
   lr(2) =       	3.0753e9 	3670.6           	49393.	1   	0.                
   lr(3) =       	1.7028e9 	51262.99999999999	1641. 	1   	0.                
   lr(4) =       	1.7371e9 	43031.           	1851.3	1   	0.                
   lr(5) =       	1.8695e9 	39599.           	1656.4	1   	0.                
   lr(6) =       	1.8556e9 	25088.           	1516.9	1   	0.                
   lr(7) =       	1.8704e9 	42976.           	870.48	1   	0.                
   lr(8) =       	4.6742e9 	9596.            	7577.9	1   	0.                
   lr(9) =       	2.5418e9 	15222.           	2281.6	1   	0.                
   lr(10) =      	1.8713e9 	39284.           	643.3 	1   	0.                
/                
