Cavity #123      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0653e9 	238.59    	1.6754e8	1   	0.                
   lr(2) =       	2.5562e9 	73280.    	6271.   	1   	0.                
   lr(3) =       	8.8511e9 	5840.7    	125840. 	1   	0.                
   lr(4) =       	1.7374e9 	47730.    	1904.8  	1   	0.                
   lr(5) =       	1.7025e9 	50593.    	1719.6  	1   	0.                
   lr(6) =       	1.8709e9 	37662.    	1257.2  	1   	0.                
   lr(7) =       	1.8567e9 	26732.    	1498.3  	1   	0.                
   lr(8) =       	1.8722e9 	39128.    	907.88  	1   	0.                
   lr(9) =       	1.873e9  	37871.    	792.48  	1   	0.                
   lr(10) =      	2.547e9  	9453.5    	2850.7  	1   	0.                
/                
