Cavity #150      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0729e9 	1352.5    	2.25e6 	1   	0.                
   lr(2) =       	2.5529e9 	80603.    	6403.1 	1   	0.                
   lr(3) =       	3.0768e9 	3500.2    	101080.	1   	0.                
   lr(4) =       	8.8234e9 	4626.8    	128010.	1   	0.                
   lr(5) =       	1.7048e9 	51437.    	1698.9 	1   	0.                
   lr(6) =       	1.7378e9 	44668.    	1788.4 	1   	0.                
   lr(7) =       	1.872e9  	38132.    	1379.6 	1   	0.                
   lr(8) =       	1.8556e9 	28592.    	1732.5 	1   	0.                
   lr(9) =       	1.873e9  	39499.    	1132.  	1   	0.                
   lr(10) =      	1.8739e9 	35990.    	739.99 	1   	0.                
/                
