Cavity #266      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5584e9 	75567.    	9173.2	1   	0.                
   lr(2) =       	1.738e9  	49657.    	1906.9	1   	0.                
   lr(3) =       	1.7027e9 	50367.    	1667.6	1   	0.                
   lr(4) =       	5.6323e9 	4990.6    	42570.	1   	0.                
   lr(5) =       	5.6323e9 	4991.4    	42402.	1   	0.                
   lr(6) =       	3.0777e9 	3830.6    	28546.	1   	0.                
   lr(7) =       	1.8697e9 	37248.    	1527.9	1   	0.                
   lr(8) =       	1.8707e9 	39657.    	924.71	1   	0.                
   lr(9) =       	1.8565e9 	24830.    	1459.8	1   	0.                
   lr(10) =      	1.8715e9 	38134.    	808.95	1   	0.                
/                
