Cavity #252      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5505e9 	78998.           	9064.5 	1   	0.                
   lr(2) =       	8.838e9  	7609.099999999999	141630.	1   	0.                
   lr(3) =       	8.8379e9 	7516.1           	99914. 	1   	0.                
   lr(4) =       	8.8287e9 	6664.799999999999	109420.	1   	0.                
   lr(5) =       	1.7048e9 	52157.           	1646.8 	1   	0.                
   lr(6) =       	1.7388e9 	42805.           	1677.8 	1   	0.                
   lr(7) =       	1.8708e9 	41086.           	1448.7 	1   	0.                
   lr(8) =       	1.8553e9 	27693.           	1634.9 	1   	0.                
   lr(9) =       	1.8721e9 	43173.           	1003.4 	1   	0.                
   lr(10) =      	1.8726e9 	39517.           	712.53 	1   	0.                
/                
