Cavity #116      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5544e9 	73601.    	14797.	1   	0.                
   lr(2) =       	3.0741e9 	3450.9    	50944.	1   	0.                
   lr(3) =       	1.7362e9 	46664.    	1937.6	1   	0.                
   lr(4) =       	1.702e9  	49768.    	1650.5	1   	0.                
   lr(5) =       	1.87e9   	39091.    	1365.1	1   	0.                
   lr(6) =       	8.8382e9 	11950.    	15764.	1   	0.                
   lr(7) =       	1.8554e9 	26166.    	1436.3	1   	0.                
   lr(8) =       	1.8709e9 	37154.    	985.34	1   	0.                
   lr(9) =       	1.8722e9 	41722.    	565.33	1   	0.                
   lr(10) =      	4.6727e9 	10362.    	5551.6	1   	0.                
/                
