Cavity #330      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5545e9 	74865.           	11093.	1   	0.                
   lr(2) =       	1.7022e9 	50557.99999999999	1803.7	1   	0.                
   lr(3) =       	1.7363e9 	47577.           	1936. 	1   	0.                
   lr(4) =       	8.8437e9 	7066.8           	40782.	1   	0.                
   lr(5) =       	3.0745e9 	3448.            	27763.	1   	0.                
   lr(6) =       	1.8702e9 	38493.           	1272.7	1   	0.                
   lr(7) =       	1.8714e9 	39786.           	959.37	1   	0.                
   lr(8) =       	1.8555e9 	26460.           	1359. 	1   	0.                
   lr(9) =       	1.8721e9 	38673.           	819.14	1   	0.                
   lr(10) =      	1.7892e9 	9655.7           	875.34	1   	0.                
/                
