Cavity #211      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5555e9 	76288.           	9850.8	1   	0.                
   lr(2) =       	3.0777e9 	3843.1           	69438.	1   	0.                
   lr(3) =       	5.6209e9 	5453.2           	72627.	1   	0.                
   lr(4) =       	1.7058e9 	51914.99999999999	1719.7	1   	0.                
   lr(5) =       	1.7396e9 	45751.           	1865.8	1   	0.                
   lr(6) =       	1.8703e9 	37242.           	1581.6	1   	0.                
   lr(7) =       	1.8574e9 	25111.           	1542.4	1   	0.                
   lr(8) =       	1.8711e9 	41666.99999999999	770.38	1   	0.                
   lr(9) =       	1.8721e9 	38789.           	621.32	1   	0.                
   lr(10) =      	1.7903e9 	10302.           	936.99	1   	0.                
/                
