Cavity #164      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0637e9 	203.78           	3.2565e7	1   	0.                
   lr(2) =       	2.5534e9 	73570.           	13251.  	1   	0.                
   lr(3) =       	3.0691e9 	894.29           	824080. 	1   	0.                
   lr(4) =       	1.7042e9 	50160.           	1611.5  	1   	0.                
   lr(5) =       	1.7359e9 	44461.00000000001	1819.   	1   	0.                
   lr(6) =       	3.075e9  	3522.9           	34933.  	1   	0.                
   lr(7) =       	1.87e9   	40845.           	1258.2  	1   	0.                
   lr(8) =       	1.8714e9 	42200.           	942.38  	1   	0.                
   lr(9) =       	1.8551e9 	26315.           	1269.9  	1   	0.                
   lr(10) =      	1.8721e9 	39002.           	708.78  	1   	0.                
/                
