Cavity #11       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5516e9 	77344.            	4056.  	1   	0.                
   lr(2) =       	3.0769e9 	3203.5000000000005	104960.	1   	0.                
   lr(3) =       	5.611e9  	4502.5            	121200.	1   	0.                
   lr(4) =       	1.7028e9 	52680.            	1677.  	1   	0.                
   lr(5) =       	1.7387e9 	42526.            	1818.9 	1   	0.                
   lr(6) =       	1.8706e9 	36373.            	1722.3 	1   	0.                
   lr(7) =       	1.8558e9 	27334.            	1844.7 	1   	0.                
   lr(8) =       	1.8713e9 	35846.            	1291.8 	1   	0.                
   lr(9) =       	1.8721e9 	39105.            	777.48 	1   	0.                
   lr(10) =      	2.5496e9 	33712.            	581.48 	1   	0.                
/                
