Cavity #21       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5481e9 	79024.    	3924.3 	1   	0.                
   lr(2) =       	3.0671e9 	1683.2    	139740.	1   	0.                
   lr(3) =       	3.0734e9 	3741.     	45893. 	1   	0.                
   lr(4) =       	1.7015e9 	51535.    	1665.2 	1   	0.                
   lr(5) =       	1.7367e9 	43149.    	1719.  	1   	0.                
   lr(6) =       	1.8701e9 	39700.    	1480.1 	1   	0.                
   lr(7) =       	1.8712e9 	41344.    	1082.6 	1   	0.                
   lr(8) =       	1.8544e9 	27386.    	1526.6 	1   	0.                
   lr(9) =       	1.8719e9 	39474.    	844.27 	1   	0.                
   lr(10) =      	2.5452e9 	23731.    	1022.1 	1   	0.                
/                
