Cavity #46       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.558e9  	61582.            	3672.8	1   	0.                
   lr(2) =       	1.7059e9 	52127.            	1745.1	1   	0.                
   lr(3) =       	1.7403e9 	45174.            	1888.3	1   	0.                
   lr(4) =       	1.8702e9 	37817.            	1745.7	1   	0.                
   lr(5) =       	3.0782e9 	3634.7000000000003	27846.	1   	0.                
   lr(6) =       	2.5473e9 	19767.            	3754.3	1   	0.                
   lr(7) =       	1.858e9  	24671.            	1693.6	1   	0.                
   lr(8) =       	1.871e9  	35937.            	1130.4	1   	0.                
   lr(9) =       	1.8718e9 	40443.            	683.95	1   	0.                
   lr(10) =      	1.7904e9 	11333.            	908.75	1   	0.                
/                
