Cavity #159      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0657e9 	178.97           	4.5431e8	1   	0.                
   lr(2) =       	2.5547e9 	75079.           	7373.4  	1   	0.                
   lr(3) =       	1.7032e9 	52509.           	1984.9  	1   	0.                
   lr(4) =       	8.8351e9 	5165.499999999999	96988.  	1   	0.                
   lr(5) =       	1.7389e9 	47492.           	1842.1  	1   	0.                
   lr(6) =       	3.0766e9 	3686.4           	22085.  	1   	0.                
   lr(7) =       	1.8713e9 	38183.           	1248.8  	1   	0.                
   lr(8) =       	1.8724e9 	39228.           	999.51  	1   	0.                
   lr(9) =       	1.8565e9 	26762.           	1385.9  	1   	0.                
   lr(10) =      	1.8732e9 	39525.           	914.96  	1   	0.                
/                
