Cavity #287      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5529e9 	72863.    	12902.	1   	0.                
   lr(2) =       	3.0751e9 	3763.9    	65589.	1   	0.                
   lr(3) =       	1.7367e9 	44506.    	1938.4	1   	0.                
   lr(4) =       	1.7035e9 	50239.    	1488.8	1   	0.                
   lr(5) =       	1.8694e9 	39954.    	1870.4	1   	0.                
   lr(6) =       	1.8551e9 	25303.    	1573.8	1   	0.                
   lr(7) =       	1.8702e9 	43750.    	873.51	1   	0.                
   lr(8) =       	1.871e9  	36158.    	519.41	1   	0.                
   lr(9) =       	1.8806e9 	8955.9    	1343.3	1   	0.                
   lr(10) =      	1.7903e9 	9462.9    	1036.2	1   	0.                
/                
