Cavity #291      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5556e9 	76641.    	10798.	1   	0.                
   lr(2) =       	1.7057e9 	51102.    	1639.2	1   	0.                
   lr(3) =       	1.7391e9 	46874.    	1783.7	1   	0.                
   lr(4) =       	1.8699e9 	39604.    	1613.1	1   	0.                
   lr(5) =       	3.0772e9 	3761.9    	25393.	1   	0.                
   lr(6) =       	5.629e9  	5646.7    	30214.	1   	0.                
   lr(7) =       	1.8569e9 	25056.    	1488.9	1   	0.                
   lr(8) =       	1.8711e9 	42411.    	863.13	1   	0.                
   lr(9) =       	1.8717e9 	38249.    	646.33	1   	0.                
   lr(10) =      	1.6783e9 	10738.    	712.34	1   	0.                
/                
