Cavity #310      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0621e9 	420.96000000000004	1.3605e7	1   	0.                
   lr(2) =       	2.5522e9 	73310.            	14022.  	1   	0.                
   lr(3) =       	3.0745e9 	3388.6            	215760. 	1   	0.                
   lr(4) =       	3.0705e9 	841.42            	542870. 	1   	0.                
   lr(5) =       	1.705e9  	51346.99999999999 	1631.9  	1   	0.                
   lr(6) =       	1.7365e9 	41785.            	1798.5  	1   	0.                
   lr(7) =       	1.8704e9 	39772.            	1687.3  	1   	0.                
   lr(8) =       	1.8539e9 	27586.            	1622.7  	1   	0.                
   lr(9) =       	1.8714e9 	43505.            	811.4   	1   	0.                
   lr(10) =      	1.8722e9 	39245.            	570.99  	1   	0.                
/                
