Cavity #120      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5541e9 	75124.            	10314.	1   	0.                
   lr(2) =       	1.7361e9 	45073.99999999999 	1807.5	1   	0.                
   lr(3) =       	3.0739e9 	3720.             	34979.	1   	0.                
   lr(4) =       	1.7044e9 	48369.            	1404.8	1   	0.                
   lr(5) =       	1.8704e9 	41388.99999999999 	1707. 	1   	0.                
   lr(6) =       	1.8552e9 	26791.999999999996	1535.5	1   	0.                
   lr(7) =       	1.8715e9 	45841.            	712.55	1   	0.                
   lr(8) =       	4.6737e9 	10264.            	5988.8	1   	0.                
   lr(9) =       	1.8722e9 	40209.            	509.34	1   	0.                
   lr(10) =      	1.7912e9 	9498.8            	1060.7	1   	0.                
/                
