Cavity #39       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5524e9 	77756.           	8705.7	1   	0.                
   lr(2) =       	3.0767e9 	3842.            	50946.	1   	0.                
   lr(3) =       	1.869e9  	38879.           	2205.9	1   	0.                
   lr(4) =       	1.7053e9 	50708.           	1505. 	1   	0.                
   lr(5) =       	1.7376e9 	41868.99999999999	1741.5	1   	0.                
   lr(6) =       	1.8552e9 	25905.           	1726.1	1   	0.                
   lr(7) =       	1.8697e9 	42280.           	798.84	1   	0.                
   lr(8) =       	1.8703e9 	38693.           	612.59	1   	0.                
   lr(9) =       	1.7902e9 	10686.           	971.35	1   	0.                
   lr(10) =      	1.6794e9 	11869.           	659.67	1   	0.                
/                
