Cavity #93       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5558e9 	70492.           	15585. 	1   	0.                
   lr(2) =       	3.0766e9 	3817.2           	341000.	1   	0.                
   lr(3) =       	8.8487e9 	5396.            	108510.	1   	0.                
   lr(4) =       	1.7375e9 	44025.99999999999	1849.5 	1   	0.                
   lr(5) =       	1.7048e9 	50533.           	1514.5 	1   	0.                
   lr(6) =       	1.8693e9 	38656.           	1981.2 	1   	0.                
   lr(7) =       	1.8547e9 	25991.           	1566.6 	1   	0.                
   lr(8) =       	1.87e9   	42868.00000000001	857.   	1   	0.                
   lr(9) =       	1.8708e9 	37769.           	587.83 	1   	0.                
   lr(10) =      	1.6785e9 	11771.           	678.81 	1   	0.                
/                
