Cavity #115      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5607e9 	70594.           	14347.	1   	0.                
   lr(2) =       	3.0778e9 	3529.6           	50260.	1   	0.                
   lr(3) =       	1.7365e9 	47729.           	1847.9	1   	0.                
   lr(4) =       	1.7057e9 	49003.           	1564. 	1   	0.                
   lr(5) =       	8.8519e9 	7359.799999999999	41657.	1   	0.                
   lr(6) =       	1.8703e9 	36151.           	1699.6	1   	0.                
   lr(7) =       	1.8559e9 	25902.           	1487. 	1   	0.                
   lr(8) =       	1.8712e9 	40208.00000000001	752.76	1   	0.                
   lr(9) =       	1.872e9  	37646.           	620.93	1   	0.                
   lr(10) =      	1.789e9  	9209.800000000001	994.04	1   	0.                
/                
