Cavity #36       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8332e9 	7036.799999999999	368740.	1   	0.                
   lr(2) =       	8.8332e9 	6867.6           	230910.	1   	0.                
   lr(3) =       	2.5518e9 	78101.           	5677.6 	1   	0.                
   lr(4) =       	3.0762e9 	3962.8           	47355. 	1   	0.                
   lr(5) =       	1.7053e9 	50765.           	1481.5 	1   	0.                
   lr(6) =       	1.7383e9 	43288.           	1679.3 	1   	0.                
   lr(7) =       	1.8701e9 	40252.           	1918.5 	1   	0.                
   lr(8) =       	1.8553e9 	26665.           	1695.4 	1   	0.                
   lr(9) =       	1.871e9  	43398.           	955.21 	1   	0.                
   lr(10) =      	1.8716e9 	38654.           	650.44 	1   	0.                
/                
