Cavity #107      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5559e9 	65805.            	3930.6 	1   	0.                
   lr(2) =       	3.0709e9 	1864.8999999999999	116610.	1   	0.                
   lr(3) =       	5.6176e9 	3531.7            	91317. 	1   	0.                
   lr(4) =       	1.7381e9 	46638.            	1916.3 	1   	0.                
   lr(5) =       	1.7026e9 	51127.            	1712.1 	1   	0.                
   lr(6) =       	1.8709e9 	38980.            	1234.  	1   	0.                
   lr(7) =       	2.5458e9 	16402.            	3612.6 	1   	0.                
   lr(8) =       	1.8573e9 	26302.            	1470.1 	1   	0.                
   lr(9) =       	1.8722e9 	41371.            	802.79 	1   	0.                
   lr(10) =      	1.873e9  	39815.            	702.25 	1   	0.                
/                
