Cavity #248      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0763e9 	3635.6    	557800.	1   	0.                
   lr(2) =       	2.5562e9 	68934.    	19158. 	1   	0.                
   lr(3) =       	1.7032e9 	50373.    	1706.8 	1   	0.                
   lr(4) =       	1.7368e9 	46321.    	1812.8 	1   	0.                
   lr(5) =       	1.8705e9 	35887.    	1429.5 	1   	0.                
   lr(6) =       	1.8714e9 	35903.    	1234.5 	1   	0.                
   lr(7) =       	1.8542e9 	27758.    	1391.7 	1   	0.                
   lr(8) =       	1.8722e9 	38798.    	865.93 	1   	0.                
   lr(9) =       	4.6758e9 	9841.5    	6574.3 	1   	0.                
   lr(10) =      	1.6744e9 	10537.    	802.5  	1   	0.                
/                
