Cavity #55       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.551e9  	75280.            	11888. 	1   	0.                
   lr(2) =       	3.0672e9 	1202.5            	351170.	1   	0.                
   lr(3) =       	3.0745e9 	4149.900000000001 	72468. 	1   	0.                
   lr(4) =       	1.7012e9 	51423.            	1769.  	1   	0.                
   lr(5) =       	1.736e9  	42923.            	1810.1 	1   	0.                
   lr(6) =       	5.5973e9 	4732.4            	50662. 	1   	0.                
   lr(7) =       	1.8692e9 	37139.            	1385.5 	1   	0.                
   lr(8) =       	1.8701e9 	39477.            	904.63 	1   	0.                
   lr(9) =       	1.8545e9 	25318.999999999996	1195.7 	1   	0.                
   lr(10) =      	1.8712e9 	36870.            	722.24 	1   	0.                
/                
