Cavity #186      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0628e9 	148.27           	1.3228e8	1   	0.                
   lr(2) =       	2.5517e9 	80028.           	7861.5  	1   	0.                
   lr(3) =       	3.0676e9 	1427.2           	295980. 	1   	0.                
   lr(4) =       	3.0731e9 	4012.1           	39800.  	1   	0.                
   lr(5) =       	1.7023e9 	50174.           	1581.9  	1   	0.                
   lr(6) =       	1.7368e9 	43263.99999999999	1836.5  	1   	0.                
   lr(7) =       	1.8694e9 	38608.           	1537.8  	1   	0.                
   lr(8) =       	1.8554e9 	25660.           	1569.7  	1   	0.                
   lr(9) =       	1.8703e9 	43362.99999999999	645.06  	1   	0.                
   lr(10) =      	1.8714e9 	40547.00000000001	543.3   	1   	0.                
/                
