Cavity #145      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0644e9 	362.08           	5.6091e7	1   	0.                
   lr(2) =       	2.5562e9 	67595.           	7494.5  	1   	0.                
   lr(3) =       	3.0766e9 	4127.5           	48605.  	1   	0.                
   lr(4) =       	1.7377e9 	47535.99999999999	1996.8  	1   	0.                
   lr(5) =       	1.7023e9 	49596.           	1493.9  	1   	0.                
   lr(6) =       	1.8701e9 	39265.           	1436.7  	1   	0.                
   lr(7) =       	2.5456e9 	16353.           	3653.6  	1   	0.                
   lr(8) =       	1.8579e9 	23144.           	1463.3  	1   	0.                
   lr(9) =       	1.8711e9 	42656.           	776.88  	1   	0.                
   lr(10) =      	1.8722e9 	36517.           	557.02  	1   	0.                
/                
