Cavity #261      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0783e9 	4008.3    	189780.	1   	0.                
   lr(2) =       	2.5526e9 	79096.    	5054.9 	1   	0.                
   lr(3) =       	1.7398e9 	44722.    	1848.7 	1   	0.                
   lr(4) =       	1.7049e9 	51116.    	1563.2 	1   	0.                
   lr(5) =       	1.8694e9 	38241.    	1860.8 	1   	0.                
   lr(6) =       	1.8702e9 	36297.    	1152.  	1   	0.                
   lr(7) =       	1.8569e9 	24510.    	1545.5 	1   	0.                
   lr(8) =       	1.8709e9 	40965.    	661.37 	1   	0.                
   lr(9) =       	1.8817e9 	8949.     	1568.5 	1   	0.                
   lr(10) =      	1.7912e9 	10871.    	899.61 	1   	0.                
/                
