Cavity #76       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5541e9 	71615.    	17349. 	1   	0.                
   lr(2) =       	3.0683e9 	1038.8    	216050.	1   	0.                
   lr(3) =       	1.7343e9 	48594.    	1999.2 	1   	0.                
   lr(4) =       	1.701e9  	47026.    	1512.2 	1   	0.                
   lr(5) =       	1.869e9  	39995.    	1410.5 	1   	0.                
   lr(6) =       	1.8555e9 	23825.    	1200.2 	1   	0.                
   lr(7) =       	1.8702e9 	44085.    	650.31 	1   	0.                
   lr(8) =       	1.8711e9 	41407.    	571.12 	1   	0.                
   lr(9) =       	2.5405e9 	6383.     	4106.6 	1   	0.                
   lr(10) =      	1.8813e9 	8291.1    	1711.1 	1   	0.                
/                
