Cavity #143      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5544e9 	72450.    	4029. 	1   	0.                
   lr(2) =       	8.8349e9 	6627.4    	87625.	1   	0.                
   lr(3) =       	8.835e9  	6357.1    	83070.	1   	0.                
   lr(4) =       	1.7072e9 	53124.    	1682.7	1   	0.                
   lr(5) =       	3.0772e9 	4029.3    	35600.	1   	0.                
   lr(6) =       	1.8708e9 	39268.    	2098.8	1   	0.                
   lr(7) =       	1.7403e9 	41641.    	1792.4	1   	0.                
   lr(8) =       	1.8557e9 	27693.    	1776.7	1   	0.                
   lr(9) =       	1.8716e9 	44077.    	809.97	1   	0.                
   lr(10) =      	1.8722e9 	41136.    	632.14	1   	0.                
/                
