Cavity #317      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0603e9 	566.95           	1.2871e7	1   	0.                
   lr(2) =       	2.5506e9 	82245.00000000001	4522.5  	1   	0.                
   lr(3) =       	3.0742e9 	3993.7           	70298.  	1   	0.                
   lr(4) =       	1.7383e9 	44824.           	1857.2  	1   	0.                
   lr(5) =       	1.7017e9 	51066.           	1528.2  	1   	0.                
   lr(6) =       	1.8694e9 	41104.           	1453.8  	1   	0.                
   lr(7) =       	1.8705e9 	42717.           	1031.2  	1   	0.                
   lr(8) =       	1.8572e9 	23780.           	1524.4  	1   	0.                
   lr(9) =       	1.8712e9 	34974.           	590.31  	1   	0.                
   lr(10) =      	2.5476e9 	20238.           	1250.2  	1   	0.                
/                
